"age";"job";"marital";"education";"default";"housing";"loan";"contact";"month";"day_of_week";"duration";"campaign";"pdays";"previous";"poutcome";"emp.var.rate";"cons.price.idx";"cons.conf.idx";"euribor3m";"nr.employed";"y"
26;"blue-collar";"single";"basic.4y";"no";"yes";"yes";"telephone";"may";"wed";196;1;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
36;"technician";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"tue";297;2;999;1;"failure";-1.8;92.893;-46.2;1.344;5099.1;"no"
36;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"may";"wed";360;2;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
45;"self-employed";"married";"basic.4y";"no";"yes";"yes";"cellular";"aug";"thu";266;2;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
28;"blue-collar";"single";"basic.6y";"no";"no";"no";"telephone";"may";"wed";244;2;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
52;"services";"married";"unknown";"unknown";"no";"no";"telephone";"may";"tue";144;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
51;"admin.";"married";"basic.9y";"no";"yes";"no";"telephone";"may";"fri";368;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
29;"services";"single";"high.school";"no";"no";"no";"cellular";"apr";"fri";473;2;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
42;"technician";"divorced";"high.school";"no";"no";"no";"telephone";"may";"tue";204;4;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
39;"blue-collar";"single";"basic.4y";"unknown";"no";"no";"cellular";"jul";"fri";541;7;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
30;"management";"married";"university.degree";"no";"unknown";"unknown";"telephone";"may";"wed";178;1;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
45;"housemaid";"married";"professional.course";"unknown";"yes";"no";"telephone";"jun";"thu";126;2;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
31;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"aug";"tue";172;3;999;0;"nonexistent";-1.7;94.027;-38.3;0.899;4991.6;"no"
35;"admin.";"single";"university.degree";"no";"yes";"yes";"cellular";"apr";"thu";358;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.365;5099.1;"no"
38;"housemaid";"married";"unknown";"unknown";"yes";"no";"cellular";"jul";"mon";208;2;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
37;"technician";"married";"high.school";"no";"no";"no";"cellular";"may";"mon";161;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.244;5099.1;"no"
48;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"wed";91;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
45;"technician";"married";"university.degree";"no";"yes";"no";"telephone";"may";"fri";240;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
46;"management";"married";"university.degree";"no";"no";"no";"telephone";"may";"mon";103;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
41;"self-employed";"married";"basic.9y";"no";"yes";"no";"cellular";"jul";"fri";177;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
49;"technician";"single";"university.degree";"unknown";"yes";"no";"telephone";"may";"wed";56;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
32;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"aug";"thu";117;1;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
28;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"jul";"thu";80;1;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
57;"admin.";"married";"university.degree";"unknown";"yes";"no";"cellular";"jul";"mon";194;24;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
51;"unemployed";"married";"high.school";"no";"no";"no";"telephone";"jun";"thu";93;3;999;0;"nonexistent";1.4;94.465;-41.8;4.866;5228.1;"no"
44;"blue-collar";"married";"basic.6y";"no";"yes";"no";"cellular";"nov";"fri";275;2;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
43;"blue-collar";"single";"basic.6y";"no";"yes";"no";"cellular";"jul";"wed";199;2;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
37;"technician";"single";"university.degree";"no";"yes";"no";"telephone";"may";"thu";30;1;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
59;"technician";"divorced";"professional.course";"no";"no";"no";"telephone";"may";"wed";209;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
29;"admin.";"married";"university.degree";"no";"no";"no";"telephone";"jun";"fri";39;4;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
33;"blue-collar";"married";"basic.6y";"no";"no";"no";"telephone";"may";"wed";1183;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"yes"
53;"management";"married";"university.degree";"unknown";"unknown";"unknown";"telephone";"may";"thu";135;2;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
39;"unemployed";"married";"university.degree";"unknown";"yes";"no";"cellular";"nov";"mon";74;1;999;1;"failure";-0.1;93.2;-42;4.191;5195.8;"no"
42;"admin.";"single";"university.degree";"unknown";"no";"no";"cellular";"aug";"wed";483;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
41;"self-employed";"married";"basic.9y";"unknown";"yes";"no";"cellular";"nov";"mon";145;2;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
48;"services";"married";"high.school";"no";"yes";"yes";"cellular";"may";"wed";154;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.281;5099.1;"no"
48;"services";"married";"high.school";"no";"yes";"yes";"telephone";"jul";"mon";63;5;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
38;"technician";"single";"professional.course";"no";"no";"yes";"telephone";"jun";"tue";246;2;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
54;"admin.";"married";"university.degree";"unknown";"yes";"no";"cellular";"jul";"mon";121;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
43;"entrepreneur";"married";"professional.course";"no";"yes";"no";"cellular";"may";"fri";311;1;999;1;"failure";-1.8;92.893;-46.2;1.25;5099.1;"yes"
31;"blue-collar";"single";"basic.9y";"unknown";"yes";"no";"telephone";"may";"wed";165;2;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
39;"services";"married";"high.school";"no";"no";"yes";"cellular";"nov";"fri";104;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
46;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"jul";"mon";149;11;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
52;"management";"married";"professional.course";"no";"yes";"no";"cellular";"jul";"mon";491;3;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"yes"
26;"services";"single";"basic.9y";"no";"yes";"no";"telephone";"jun";"mon";205;3;999;0;"nonexistent";1.4;94.465;-41.8;4.865;5228.1;"no"
34;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"may";"wed";95;1;999;1;"failure";-1.8;92.893;-46.2;1.27;5099.1;"no"
30;"management";"single";"university.degree";"no";"yes";"no";"cellular";"may";"fri";637;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"yes"
46;"self-employed";"divorced";"basic.9y";"no";"yes";"no";"cellular";"nov";"wed";77;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
30;"admin.";"married";"university.degree";"no";"no";"no";"telephone";"may";"tue";178;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
31;"housemaid";"married";"university.degree";"no";"yes";"yes";"cellular";"aug";"thu";208;4;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
29;"unemployed";"married";"high.school";"unknown";"no";"no";"telephone";"jun";"wed";237;1;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
34;"student";"divorced";"university.degree";"no";"yes";"no";"cellular";"nov";"thu";48;2;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
51;"admin.";"married";"high.school";"no";"no";"no";"telephone";"jun";"mon";368;12;999;0;"nonexistent";1.4;94.465;-41.8;4.96;5228.1;"no"
47;"technician";"married";"basic.9y";"no";"yes";"no";"telephone";"may";"tue";271;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
36;"admin.";"married";"university.degree";"unknown";"no";"no";"cellular";"aug";"tue";97;3;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
41;"blue-collar";"married";"unknown";"no";"no";"yes";"cellular";"may";"thu";373;2;999;1;"failure";-1.8;92.893;-46.2;1.327;5099.1;"no"
38;"unemployed";"married";"university.degree";"no";"yes";"no";"cellular";"nov";"wed";233;2;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
32;"blue-collar";"married";"basic.9y";"no";"no";"no";"telephone";"may";"fri";200;2;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
33;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"nov";"tue";273;1;999;1;"failure";-0.1;93.2;-42;4.153;5195.8;"no"
38;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"tue";178;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
32;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"apr";"wed";177;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.415;5099.1;"no"
31;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"tue";219;3;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
45;"blue-collar";"married";"high.school";"unknown";"yes";"no";"cellular";"aug";"wed";969;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"yes"
39;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"telephone";"may";"tue";395;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
39;"technician";"married";"professional.course";"no";"no";"no";"cellular";"aug";"wed";458;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
36;"blue-collar";"married";"unknown";"no";"yes";"yes";"cellular";"apr";"thu";90;1;999;1;"failure";-1.8;93.075;-47.1;1.41;5099.1;"no"
53;"services";"divorced";"high.school";"no";"yes";"no";"cellular";"nov";"tue";233;1;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
49;"admin.";"married";"high.school";"no";"yes";"no";"cellular";"nov";"fri";36;2;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
36;"technician";"single";"professional.course";"no";"no";"no";"cellular";"jul";"thu";111;4;999;0;"nonexistent";1.4;93.918;-42.7;4.968;5228.1;"no"
35;"blue-collar";"single";"basic.9y";"no";"yes";"no";"cellular";"jul";"tue";120;6;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
48;"services";"married";"high.school";"no";"yes";"no";"cellular";"aug";"wed";132;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
36;"self-employed";"married";"high.school";"unknown";"yes";"no";"cellular";"aug";"mon";114;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
37;"admin.";"married";"university.degree";"no";"yes";"no";"cellular";"apr";"wed";135;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.415;5099.1;"yes"
40;"technician";"married";"professional.course";"unknown";"yes";"no";"telephone";"may";"tue";284;1;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
37;"entrepreneur";"divorced";"university.degree";"no";"yes";"no";"cellular";"jul";"wed";224;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
40;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"aug";"thu";156;3;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
38;"management";"divorced";"university.degree";"no";"no";"yes";"cellular";"apr";"fri";131;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
30;"management";"married";"university.degree";"no";"no";"no";"cellular";"may";"wed";283;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.27;5099.1;"no"
35;"technician";"married";"professional.course";"no";"no";"no";"cellular";"apr";"thu";337;2;5;1;"success";-1.8;93.075;-47.1;1.365;5099.1;"yes"
44;"management";"divorced";"university.degree";"no";"yes";"yes";"telephone";"jun";"thu";37;3;999;0;"nonexistent";1.4;94.465;-41.8;4.958;5228.1;"no"
35;"blue-collar";"married";"basic.4y";"unknown";"no";"no";"telephone";"may";"fri";25;14;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
30;"services";"divorced";"basic.9y";"no";"no";"yes";"telephone";"may";"tue";126;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
41;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"telephone";"may";"tue";320;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
44;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"jul";"thu";839;1;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
27;"admin.";"single";"high.school";"no";"no";"no";"telephone";"aug";"fri";3785;1;999;0;"nonexistent";-1.7;94.027;-38.3;0.888;4991.6;"no"
43;"blue-collar";"married";"high.school";"unknown";"yes";"no";"cellular";"jul";"mon";245;1;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
62;"entrepreneur";"married";"university.degree";"no";"yes";"no";"telephone";"sep";"tue";722;1;999;0;"nonexistent";-3.4;92.379;-29.8;0.77;5017.5;"yes"
31;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"may";"tue";161;5;999;1;"failure";-1.8;92.893;-46.2;1.291;5099.1;"no"
25;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"apr";"tue";247;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.423;5099.1;"no"
46;"blue-collar";"married";"basic.6y";"unknown";"yes";"no";"telephone";"may";"wed";196;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
35;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"apr";"mon";90;3;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
37;"admin.";"married";"professional.course";"unknown";"no";"no";"cellular";"aug";"mon";392;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
33;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"tue";66;2;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
33;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"jul";"mon";121;4;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
27;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"apr";"thu";523;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.365;5099.1;"yes"
34;"entrepreneur";"married";"basic.4y";"no";"yes";"no";"telephone";"may";"fri";233;1;999;0;"nonexistent";1.1;93.994;-36.4;4.864;5191;"no"
46;"blue-collar";"married";"basic.9y";"no";"no";"no";"cellular";"jul";"mon";76;3;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
51;"admin.";"divorced";"university.degree";"no";"yes";"yes";"cellular";"nov";"thu";249;2;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
28;"blue-collar";"single";"basic.9y";"no";"no";"no";"cellular";"jul";"thu";72;3;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
31;"services";"single";"high.school";"no";"no";"yes";"cellular";"may";"tue";450;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
25;"blue-collar";"single";"basic.6y";"unknown";"yes";"no";"cellular";"may";"fri";109;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.25;5099.1;"no"
39;"blue-collar";"married";"basic.9y";"no";"yes";"no";"telephone";"may";"wed";183;2;999;0;"nonexistent";1.1;93.994;-36.4;4.859;5191;"no"
44;"admin.";"married";"university.degree";"no";"no";"no";"cellular";"aug";"thu";84;10;999;0;"nonexistent";1.4;93.444;-36.1;4.968;5228.1;"no"
29;"technician";"single";"basic.9y";"no";"no";"no";"cellular";"may";"thu";141;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
57;"retired";"married";"basic.6y";"unknown";"no";"no";"cellular";"apr";"fri";203;2;999;1;"failure";-1.8;93.075;-47.1;1.405;5099.1;"no"
57;"services";"divorced";"basic.4y";"no";"no";"no";"cellular";"may";"thu";161;6;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
27;"blue-collar";"single";"basic.6y";"unknown";"yes";"no";"cellular";"may";"thu";9;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
34;"admin.";"single";"university.degree";"no";"no";"yes";"cellular";"apr";"wed";203;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.498;5099.1;"no"
26;"self-employed";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";159;5;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
31;"admin.";"married";"high.school";"no";"no";"no";"telephone";"may";"thu";784;1;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
35;"housemaid";"married";"basic.4y";"no";"yes";"no";"cellular";"aug";"mon";87;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
47;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"jul";"fri";352;5;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
40;"blue-collar";"single";"basic.9y";"no";"yes";"yes";"cellular";"nov";"thu";426;2;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
47;"blue-collar";"single";"basic.4y";"unknown";"no";"no";"cellular";"may";"tue";343;4;999;1;"failure";-1.8;92.893;-46.2;1.344;5099.1;"no"
37;"blue-collar";"married";"basic.9y";"no";"yes";"yes";"cellular";"jul";"wed";184;3;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
33;"technician";"single";"high.school";"no";"yes";"no";"cellular";"jul";"thu";209;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
49;"blue-collar";"divorced";"high.school";"no";"no";"no";"telephone";"nov";"mon";192;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
28;"technician";"married";"high.school";"no";"yes";"no";"cellular";"sep";"mon";89;1;4;1;"success";-3.4;92.379;-29.8;0.797;5017.5;"no"
44;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"jun";"wed";25;1;999;0;"nonexistent";1.4;94.465;-41.8;4.864;5228.1;"no"
38;"admin.";"married";"university.degree";"no";"unknown";"unknown";"cellular";"may";"wed";118;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
29;"services";"married";"high.school";"no";"no";"no";"cellular";"may";"thu";185;10;999;0;"nonexistent";-1.8;92.893;-46.2;1.266;5099.1;"no"
78;"retired";"married";"basic.9y";"no";"yes";"no";"telephone";"oct";"thu";321;1;999;0;"nonexistent";-3.4;92.431;-26.9;0.754;5017.5;"no"
59;"technician";"married";"university.degree";"unknown";"no";"no";"cellular";"jul";"thu";213;10;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
31;"technician";"married";"university.degree";"no";"yes";"no";"cellular";"aug";"thu";515;1;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
34;"technician";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"tue";436;2;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
55;"blue-collar";"married";"basic.4y";"unknown";"yes";"no";"cellular";"nov";"mon";70;1;999;0;"nonexistent";-0.1;93.2;-42;4.191;5195.8;"no"
33;"blue-collar";"divorced";"basic.6y";"unknown";"yes";"no";"telephone";"may";"thu";365;1;999;0;"nonexistent";1.1;93.994;-36.4;4.855;5191;"no"
40;"blue-collar";"married";"basic.9y";"no";"yes";"no";"cellular";"jul";"tue";86;1;999;0;"nonexistent";1.4;93.918;-42.7;4.961;5228.1;"no"
49;"technician";"married";"professional.course";"no";"no";"yes";"cellular";"jul";"thu";70;2;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
38;"admin.";"divorced";"university.degree";"no";"yes";"no";"cellular";"jul";"tue";175;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
24;"services";"single";"professional.course";"no";"yes";"no";"cellular";"jul";"wed";139;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
41;"self-employed";"married";"university.degree";"no";"yes";"yes";"cellular";"aug";"mon";93;1;999;0;"nonexistent";1.4;93.444;-36.1;4.963;5228.1;"no"
38;"blue-collar";"married";"high.school";"unknown";"yes";"no";"cellular";"may";"wed";198;1;999;0;"nonexistent";-1.8;92.893;-46.2;1.334;5099.1;"no"
35;"technician";"single";"professional.course";"no";"yes";"yes";"cellular";"aug";"tue";259;1;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
58;"management";"married";"university.degree";"unknown";"no";"no";"telephone";"may";"wed";134;5;999;0;"nonexistent";1.1;93.994;-36.4;4.858;5191;"no"
51;"retired";"married";"university.degree";"no";"yes";"yes";"telephone";"may";"tue";235;5;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
48;"blue-collar";"divorced";"high.school";"unknown";"no";"yes";"telephone";"jul";"mon";716;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
50;"housemaid";"married";"basic.4y";"no";"no";"no";"cellular";"aug";"mon";72;2;999;0;"nonexistent";1.4;93.444;-36.1;4.965;5228.1;"no"
33;"entrepreneur";"single";"university.degree";"no";"yes";"no";"cellular";"nov";"tue";435;4;999;0;"nonexistent";-0.1;93.2;-42;4.153;5195.8;"no"
33;"unemployed";"single";"unknown";"no";"yes";"no";"cellular";"sep";"fri";224;2;999;1;"failure";-1.1;94.199;-37.5;0.879;4963.6;"yes"
43;"unemployed";"married";"university.degree";"unknown";"yes";"no";"telephone";"jun";"wed";174;1;999;0;"nonexistent";1.4;94.465;-41.8;4.959;5228.1;"no"
38;"admin.";"divorced";"high.school";"no";"yes";"no";"cellular";"jul";"mon";128;1;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
39;"admin.";"married";"university.degree";"no";"yes";"yes";"cellular";"apr";"tue";308;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.423;5099.1;"no"
32;"blue-collar";"divorced";"basic.9y";"no";"yes";"no";"telephone";"may";"tue";179;4;999;0;"nonexistent";-1.8;92.893;-46.2;1.291;5099.1;"no"
46;"technician";"divorced";"university.degree";"no";"no";"yes";"cellular";"jul";"fri";165;3;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
56;"retired";"married";"basic.4y";"no";"no";"no";"telephone";"may";"wed";134;2;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
62;"self-employed";"married";"university.degree";"no";"no";"no";"cellular";"apr";"mon";66;1;999;0;"nonexistent";-1.8;93.075;-47.1;1.392;5099.1;"no"
41;"blue-collar";"married";"basic.4y";"no";"no";"no";"cellular";"jul";"fri";623;3;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"yes"
34;"technician";"single";"professional.course";"unknown";"yes";"no";"telephone";"jul";"fri";225;2;999;0;"nonexistent";1.4;93.918;-42.7;4.959;5228.1;"no"
46;"admin.";"married";"high.school";"no";"no";"no";"cellular";"aug";"wed";63;3;999;0;"nonexistent";1.4;93.444;-36.1;4.964;5228.1;"no"
29;"technician";"single";"high.school";"no";"yes";"yes";"cellular";"nov";"fri";484;1;999;0;"nonexistent";-0.1;93.2;-42;4.021;5195.8;"no"
28;"admin.";"single";"basic.9y";"unknown";"no";"no";"telephone";"jul";"thu";171;8;999;0;"nonexistent";1.4;93.918;-42.7;4.958;5228.1;"no"
31;"admin.";"single";"high.school";"no";"yes";"no";"cellular";"sep";"fri";210;1;999;0;"nonexistent";-3.4;92.379;-29.8;0.773;5017.5;"yes"
28;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"aug";"fri";262;1;4;2;"success";-2.9;92.201;-31.4;0.881;5076.2;"yes"
39;"admin.";"single";"university.degree";"no";"no";"no";"cellular";"aug";"wed";127;1;999;0;"nonexistent";1.4;93.444;-36.1;4.967;5228.1;"no"
56;"admin.";"divorced";"unknown";"no";"yes";"no";"telephone";"jul";"fri";353;2;999;0;"nonexistent";-2.9;92.469;-33.6;1.059;5076.2;"yes"
36;"technician";"married";"high.school";"no";"yes";"no";"cellular";"nov";"thu";688;2;999;0;"nonexistent";-0.1;93.2;-42;4.076;5195.8;"no"
43;"unknown";"married";"high.school";"unknown";"yes";"yes";"telephone";"may";"thu";367;2;999;0;"nonexistent";1.1;93.994;-36.4;4.86;5191;"no"
51;"admin.";"married";"university.degree";"no";"yes";"yes";"cellular";"oct";"thu";236;3;3;1;"success";-1.1;94.601;-49.5;0.965;4963.6;"yes"
45;"technician";"divorced";"high.school";"no";"yes";"no";"cellular";"may";"thu";121;2;999;0;"nonexistent";-1.8;92.893;-46.2;1.327;5099.1;"no"
44;"services";"divorced";"high.school";"no";"yes";"yes";"telephone";"jul";"mon";112;1;999;0;"nonexistent";1.4;93.918;-42.7;4.962;5228.1;"no"
43;"blue-collar";"married";"basic.4y";"no";"no";"no";"telephone";"jun";"fri";216;3;999;0;"nonexistent";1.4;94.465;-41.8;4.967;5228.1;"no"
82;"housemaid";"married";"basic.4y";"no";"no";"no";"telephone";"sep";"tue";279;3;3;2;"success";-1.1;94.199;-37.5;0.877;4963.6;"yes"
35;"admin.";"married";"university.degree";"no";"yes";"no";"telephone";"may";"mon";180;2;999;0;"nonexistent";1.1;93.994;-36.4;4.857;5191;"no"
29;"admin.";"single";"university.degree";"unknown";"no";"no";"cellular";"aug";"fri";97;2;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
31;"admin.";"single";"university.degree";"no";"yes";"no";"cellular";"aug";"tue";106;1;999;0;"nonexistent";1.4;93.444;-36.1;4.966;5228.1;"no"
38;"management";"single";"university.degree";"no";"no";"no";"telephone";"jul";"wed";284;8;999;0;"nonexistent";1.4;93.918;-42.7;4.957;5228.1;"no"
42;"housemaid";"divorced";"basic.4y";"no";"yes";"no";"cellular";"jul";"mon";71;9;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
39;"services";"single";"basic.9y";"unknown";"yes";"no";"cellular";"apr";"mon";54;2;999;0;"nonexistent";-1.8;93.075;-47.1;1.405;5099.1;"no"
42;"technician";"divorced";"university.degree";"no";"yes";"no";"cellular";"jul";"fri";249;2;999;0;"nonexistent";1.4;93.918;-42.7;4.963;5228.1;"no"
59;"blue-collar";"married";"basic.4y";"unknown";"unknown";"unknown";"cellular";"jul";"mon";416;4;999;0;"nonexistent";1.4;93.918;-42.7;4.96;5228.1;"no"
34;"technician";"married";"professional.course";"no";"yes";"no";"cellular";"nov";"wed";82;1;999;0;"nonexistent";-0.1;93.2;-42;4.12;5195.8;"no"
37;"services";"married";"high.school";"unknown";"no";"yes";"telephone";"may";"tue";335;1;999;0;"nonexistent";1.1;93.994;-36.4;4.856;5191;"no"
